Rk,Team,AP#,Date,PTS,,Opp,OppAP#,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
1,Michigan,-,2025-03-07,+27,N,Maryland,15,W 98-71,200,36,59,0.61,24,36,0.667,12,23,0.522,14,20,0.7,98,27,56,0.482,23,43,0.535,4,13,0.308,13,20,0.65,71,+9,+3,+.128,+1,-7,+.132,+8,+10,+.214,+1,0,+.050,+27
2,Iowa State,-,2025-03-02,+22,,Kansas State,14,W 85-63,200,30,56,0.536,23,39,0.59,7,17,0.412,18,25,0.72,85,23,69,0.333,14,33,0.424,9,36,0.25,8,14,0.571,63,+7,-13,+.202,+9,+6,+.166,-2,-19,+.162,+10,+11,+.149,+22
3,Nebraska,-,2025-02-13,+20,@,Maryland,17,W 91-71,200,34,67,0.507,22,46,0.478,12,21,0.571,11,16,0.688,91,24,58,0.414,17,43,0.395,7,15,0.467,16,20,0.8,71,+10,+9,+.094,+5,+3,+.083,+5,+6,+.105,-5,-4,-0.113,+20
4,Georgia Tech,-,2024-11-25,+16,N,Oregon,21,W 74-58,200,29,73,0.397,24,52,0.462,5,21,0.238,11,14,0.786,74,24,59,0.407,22,46,0.478,2,13,0.154,8,14,0.571,58,+5,+14,-0.01,+2,+6,-0.017,+3,+8,+.084,+3,0,+.214,+16
5,Alabama,-,2024-12-20,+15,N,Michigan State,15,W 82-67,200,28,58,0.483,19,37,0.514,9,21,0.429,17,23,0.739,82,23,61,0.377,20,48,0.417,3,13,0.231,18,23,0.783,67,+5,-3,+.106,-1,-11,+.097,+6,+8,+.198,-1,0,-0.043,+15
6,Arizona,-,2025-01-25,+15,,West Virginia,16,W 77-62,200,27,55,0.491,20,36,0.556,7,19,0.368,16,19,0.842,77,26,61,0.426,25,49,0.51,1,12,0.083,9,15,0.6,62,+1,-6,+.065,-5,-13,+.045,+6,+7,+.285,+7,+4,+.242,+15
7,Ole Miss,-,2025-02-02,+15,@,Vanderbilt,23,W 76-61,200,32,59,0.542,30,47,0.638,2,12,0.167,10,14,0.714,76,23,49,0.469,21,40,0.525,2,9,0.222,13,16,0.813,61,+9,+10,+.073,+9,+7,+.113,0,+3,-0.056,-3,-2,-0.098,+15
8,Louisville,-,2025-02-13,+14,@,Florida State,23,W 83-69,200,34,71,0.479,26,54,0.481,8,17,0.471,7,11,0.636,83,23,61,0.377,20,41,0.488,3,20,0.15,20,26,0.769,69,+11,+10,+.102,+6,+13,-0.006,+5,-3,+.321,-13,-15,-0.133,+14
9,Indiana,-,2024-11-17,+13,,Stanford,24,W 79-66,200,25,51,0.49,16,32,0.5,9,19,0.474,20,24,0.833,79,26,65,0.4,24,54,0.444,2,11,0.182,12,17,0.706,66,-1,-14,+.090,-8,-22,+.056,+7,+8,+.292,+8,+7,+.127,+13
10,Iowa,-,2025-03-06,+13,N,Michigan State,24,W 74-61,200,26,55,0.473,20,30,0.667,6,25,0.24,16,21,0.762,74,23,57,0.404,17,35,0.486,6,22,0.273,9,11,0.818,61,+3,-2,+.069,+3,-5,+.181,0,+3,-0.033,+7,+10,-0.056,+13
11,Northern Iowa,-,2024-11-20,+12,,Iowa State,8,W 87-75,200,30,61,0.492,18,36,0.5,12,25,0.48,15,18,0.833,87,28,62,0.452,20,38,0.526,8,24,0.333,11,15,0.733,75,+2,-1,+.040,-2,-2,-0.026,+4,+1,+.147,+4,+3,+.100,+12
12,Clemson,-,2025-01-02,+11,,California,20,W 69-58,200,26,56,0.464,22,45,0.489,4,11,0.364,13,19,0.684,69,24,61,0.393,20,41,0.488,4,20,0.2,6,7,0.857,58,+2,-5,+.071,+2,+4,+.001,0,-9,+.164,+7,+12,-0.173,+11
13,Utah,-,2024-11-30,+11,N,Notre Dame,3,W 78-67,200,28,61,0.459,19,37,0.514,9,24,0.375,13,16,0.813,78,25,62,0.403,20,48,0.417,5,14,0.357,12,13,0.923,67,+3,-1,+.056,-1,-11,+.097,+4,+10,+.018,+1,+3,-0.111,+11
14,Virginia Tech,-,2025-01-09,+11,@,Georgia Tech,13,W 105-94 (2OT),250,37,79,0.468,25,52,0.481,12,27,0.444,19,23,0.826,105,35,74,0.473,29,52,0.558,6,22,0.273,18,26,0.692,94,+2,+5,-0.005,-4,0,-0.077,+6,+5,+.172,+1,-3,+.134,+11
15,Colorado,-,2025-01-25,+10,,Kansas State,10,W 63-53,200,27,55,0.491,23,37,0.622,4,18,0.222,5,6,0.833,63,22,59,0.373,14,31,0.452,8,28,0.286,1,2,0.5,53,+5,-4,+.118,+9,+6,+.170,-4,-10,-0.063,+4,+4,+.333,+10
16,Indiana,-,2025-02-20,+10,,Ohio State,8,W 71-61,200,25,46,0.543,16,29,0.552,9,17,0.529,12,14,0.857,71,24,57,0.421,18,39,0.462,6,18,0.333,7,12,0.583,61,+1,-11,+.122,-2,-10,+.090,+3,-1,+.196,+5,+2,+.274,+10
17,Michigan,-,2025-02-09,+10,@,Michigan State,20,W 71-61,200,24,54,0.444,18,38,0.474,6,16,0.375,17,19,0.895,71,21,66,0.318,16,52,0.308,5,14,0.357,14,18,0.778,61,+3,-12,+.126,+2,-14,+.166,+1,+2,+.018,+3,+1,+.117,+10
18,Tennessee,-,2024-12-07,+10,N,Iowa,17,W 78-68,200,30,77,0.39,23,48,0.479,7,29,0.241,11,16,0.688,78,23,50,0.46,20,36,0.556,3,14,0.214,19,23,0.826,68,+7,+27,-0.07,+3,+12,-0.076,+4,+15,+.027,-8,-7,-0.139,+10
19,Baylor,-,2025-01-14,+9,,Utah,23,W 70-61,200,29,54,0.537,24,37,0.649,5,17,0.294,7,9,0.778,70,24,59,0.407,17,36,0.472,7,23,0.304,6,9,0.667,61,+5,-5,+.130,+7,+1,+.176,-2,-6,-0.01,+1,0,+.111,+9
20,Illinois,-,2024-11-07,+9,,Florida State,19,W 83-74,200,29,62,0.468,27,49,0.551,2,13,0.154,23,31,0.742,83,31,78,0.397,26,57,0.456,5,21,0.238,7,12,0.583,74,-2,-16,+.070,+1,-8,+.095,-3,-8,-0.084,+16,+19,+.159,+9
21,Louisville,-,2025-01-12,+9,,Georgia Tech,13,W 69-60,200,29,55,0.527,26,38,0.684,3,17,0.176,8,12,0.667,69,24,48,0.5,19,36,0.528,5,12,0.417,7,11,0.636,60,+5,+7,+.027,+7,+2,+.156,-2,+5,-0.24,+1,+1,+.030,+9
22,Ole Miss,-,2025-02-10,+9,,Kentucky,8,W 66-57,200,25,77,0.325,23,63,0.365,2,14,0.143,14,21,0.667,66,25,56,0.446,21,42,0.5,4,14,0.286,3,4,0.75,57,0,+21,-0.122,+2,+21,-0.135,-2,0,-0.143,+11,+17,-0.083,+9
23,South Florida,-,2024-12-21,+9,,Duke,9,W 65-56,200,23,50,0.46,18,41,0.439,5,9,0.556,14,15,0.933,65,21,54,0.389,17,37,0.459,4,17,0.235,10,14,0.714,56,+2,-4,+.071,+1,+4,-0.02,+1,-8,+.320,+4,+1,+.219,+9
24,Indiana,-,2024-11-24,+8,N,Baylor,18,W 73-65,200,21,56,0.375,16,39,0.41,5,17,0.294,26,30,0.867,73,21,63,0.333,14,40,0.35,7,23,0.304,16,26,0.615,65,0,-7,+.042,+2,-1,+.060,-2,-6,-0.01,+10,+4,+.251,+8
25,Louisville,-,2025-02-20,+8,@,Duke,11,W 70-62,200,21,49,0.429,15,37,0.405,6,12,0.5,22,25,0.88,70,28,56,0.5,26,43,0.605,2,13,0.154,4,4,1,62,-7,-7,-0.071,-11,-6,-0.199,+4,-1,+.346,+18,+21,-0.12,+8
26,Ole Miss,-,2025-03-02,+8,@,Louisiana State,7,W 85-77,200,30,70,0.429,22,43,0.512,8,27,0.296,17,26,0.654,85,26,53,0.491,22,44,0.5,4,9,0.444,21,28,0.75,77,+4,+17,-0.062,0,-1,+.012,+4,+18,-0.148,-4,-2,-0.096,+8
27,Vanderbilt,-,2025-03-06,+8,N,Tennessee,18,W 84-76,200,31,67,0.463,25,51,0.49,6,16,0.375,16,22,0.727,84,32,68,0.471,23,39,0.59,9,29,0.31,3,8,0.375,76,-1,-1,-0.008,+2,+12,-0.1,-3,-13,+.065,+13,+14,+.352,+8
28,Clemson,-,2025-02-13,+7,,Georgia Tech,19,W 68-61,200,26,52,0.5,17,32,0.531,9,20,0.45,7,12,0.583,68,23,67,0.343,15,33,0.455,8,34,0.235,7,9,0.778,61,+3,-15,+.157,+2,-1,+.077,+1,-14,+.215,0,+3,-0.194,+7
29,Indiana,-,2025-01-12,+7,@,Iowa,23,W 74-67,200,26,53,0.491,16,29,0.552,10,24,0.417,12,12,1,74,21,62,0.339,15,43,0.349,6,19,0.316,19,23,0.826,67,+5,-9,+.152,+1,-14,+.203,+4,+5,+.101,-7,-11,+.174,+7
30,Iowa,-,2025-02-02,+7,,Southern California,4,W 76-69,200,25,56,0.446,20,38,0.526,5,18,0.278,21,28,0.75,76,23,65,0.354,16,41,0.39,7,24,0.292,16,18,0.889,69,+2,-9,+.093,+4,-3,+.136,-2,-6,-0.014,+5,+10,-0.139,+7
31,Louisville,-,2025-02-06,+7,,California,21,W 70-63,200,27,62,0.435,24,53,0.453,3,9,0.333,13,20,0.65,70,22,54,0.407,16,26,0.615,6,28,0.214,13,22,0.591,63,+5,+8,+.028,+8,+27,-0.163,-3,-19,+.119,0,-2,+.059,+7
32,NC State,-,2024-12-05,+7,,Ole Miss,18,W 68-61,200,25,54,0.463,17,40,0.425,8,14,0.571,10,20,0.5,68,23,63,0.365,20,46,0.435,3,17,0.176,12,18,0.667,61,+2,-9,+.098,-3,-6,-0.01,+5,-3,+.395,-2,+2,-0.167,+7
33,Oklahoma State,-,2025-01-11,+7,,West Virginia,17,W 64-57,200,23,50,0.46,17,31,0.548,6,19,0.316,12,15,0.8,64,20,60,0.333,13,34,0.382,7,26,0.269,10,11,0.909,57,+3,-10,+.127,+4,-3,+.166,-1,-7,+.047,+2,+4,-0.109,+7
34,Creighton,-,2024-11-22,+6,,Nebraska,21,W 80-74,200,29,61,0.475,16,32,0.5,13,29,0.448,9,9,1,80,30,60,0.5,25,43,0.581,5,17,0.294,9,13,0.692,74,-1,+1,-0.025,-9,-11,-0.081,+8,+12,+.154,0,-4,+.308,+6
35,Texas A&M,-,2025-01-23,+6,,Kentucky,11,W 61-55,200,24,56,0.429,20,44,0.455,4,12,0.333,9,14,0.643,61,20,64,0.313,19,46,0.413,1,18,0.056,14,17,0.824,55,+4,-8,+.116,+1,-2,+.042,+3,-6,+.278,-5,-3,-0.181,+6
36,Colorado,-,2024-12-21,+5,,West Virginia,14,W 65-60,200,25,46,0.543,19,30,0.633,6,16,0.375,9,16,0.563,65,20,51,0.392,14,28,0.5,6,23,0.261,14,15,0.933,60,+5,-5,+.151,+5,+2,+.133,0,-7,+.114,-5,+1,-0.371,+5
37,Illinois,-,2025-01-09,+5,,Iowa,23,W 62-57,200,25,63,0.397,21,50,0.42,4,13,0.308,8,8,1,62,22,55,0.4,17,35,0.486,5,20,0.25,8,17,0.471,57,+3,+8,-0.003,+4,+15,-0.066,-1,-7,+.058,0,-9,+.529,+5
38,Nebraska,-,2025-01-08,+5,,Michigan State,20,W 85-80,200,26,59,0.441,21,45,0.467,5,14,0.357,28,35,0.8,85,29,65,0.446,21,39,0.538,8,26,0.308,14,19,0.737,80,-3,-6,-0.005,0,+6,-0.072,-3,-12,+.049,+14,+16,+.063,+5
39,South Dakota State,-,2024-11-26,+5,N,Oregon,21,W 75-70,200,25,58,0.431,19,39,0.487,6,19,0.316,19,22,0.864,75,30,63,0.476,29,50,0.58,1,13,0.077,9,12,0.75,70,-5,-5,-0.045,-10,-11,-0.093,+5,+6,+.239,+10,+10,+.114,+5
40,South Dakota State,-,2024-11-08,+5,,Creighton,21,W 76-71,200,27,54,0.5,21,37,0.568,6,17,0.353,16,24,0.667,76,27,61,0.443,19,36,0.528,8,25,0.32,9,11,0.818,71,0,-7,+.057,+2,+1,+.040,-2,-8,+.033,+7,+13,-0.152,+5
41,Brigham Young,-,2025-02-15,+4,,Oklahoma State,20,W 68-64,200,24,48,0.5,18,29,0.621,6,19,0.316,14,22,0.636,68,23,57,0.404,19,38,0.5,4,19,0.211,14,21,0.667,64,+1,-9,+.096,-1,-9,+.121,+2,0,+.105,0,+1,-0.03,+4
42,California,-,2024-12-05,+4,,Alabama,19,W 69-65,200,25,57,0.439,16,30,0.533,9,27,0.333,10,16,0.625,69,26,63,0.413,22,46,0.478,4,17,0.235,9,18,0.5,65,-1,-6,+.026,-6,-16,+.055,+5,+10,+.098,+1,-2,+.125,+4
43,Harvard,-,2024-11-07,+4,@,Indiana,25,W 72-68 (OT),225,27,66,0.409,19,42,0.452,8,24,0.333,10,16,0.625,72,17,49,0.347,14,31,0.452,3,18,0.167,31,38,0.816,68,+10,+17,+.062,+5,+11,+.001,+5,+6,+.167,-21,-22,-0.191,+4
44,Mississippi State,-,2025-01-09,+4,,Oklahoma,10,W 81-77,200,28,71,0.394,21,45,0.467,7,26,0.269,18,23,0.783,81,28,62,0.452,20,36,0.556,8,26,0.308,13,16,0.813,77,0,+9,-0.057,+1,+9,-0.089,-1,0,-0.038,+5,+7,-0.03,+4
45,Oregon,-,2025-01-30,+4,@,Michigan State,16,W 63-59,200,23,53,0.434,17,39,0.436,6,14,0.429,11,19,0.579,63,22,65,0.338,18,49,0.367,4,16,0.25,11,17,0.647,59,+1,-12,+.096,-1,-10,+.069,+2,-2,+.179,0,+2,-0.068,+4
46,Florida State,-,2025-02-23,+3,@,Georgia Tech,20,W 73-70,200,29,60,0.483,24,45,0.533,5,15,0.333,10,17,0.588,73,31,74,0.419,25,54,0.463,6,20,0.3,2,4,0.5,70,-2,-14,+.064,-1,-9,+.070,-1,-5,+.033,+8,+13,+.088,+3
47,Georgia,-,2025-03-02,+3,@,Tennessee,11,W 72-69,200,25,54,0.463,18,42,0.429,7,12,0.583,15,18,0.833,72,21,62,0.339,15,34,0.441,6,28,0.214,21,23,0.913,69,+4,-8,+.124,+3,+8,-0.013,+1,-16,+.369,-6,-5,-0.08,+3
48,Houston,-,2025-01-14,+3,,Oklahoma State,24,W 79-76,200,28,54,0.519,21,34,0.618,7,20,0.35,16,20,0.8,79,26,58,0.448,18,30,0.6,8,28,0.286,16,24,0.667,76,+2,-4,+.070,+3,+4,+.018,-1,-8,+.064,0,-4,+.133,+3
49,Penn State,-,2025-01-19,+3,,Ohio State,9,W 62-59,200,25,52,0.481,18,37,0.486,7,15,0.467,5,8,0.625,62,22,54,0.407,12,31,0.387,10,23,0.435,5,8,0.625,59,+3,-2,+.073,+6,+6,+.099,-3,-8,+.032,0,0,0,+3
50,TCU,-,2024-11-17,+3,,NC State,13,W 76-73,200,33,73,0.452,28,54,0.519,5,19,0.263,5,8,0.625,76,29,66,0.439,20,40,0.5,9,26,0.346,6,9,0.667,73,+4,+7,+.013,+8,+14,+.019,-4,-7,-0.083,-1,-1,-0.042,+3
51,Virginia,-,2025-03-02,+3,@,North Carolina,8,W 78-75,200,28,57,0.491,17,34,0.5,11,23,0.478,11,14,0.786,78,29,67,0.433,23,38,0.605,6,29,0.207,11,13,0.846,75,-1,-10,+.058,-6,-4,-0.105,+5,-6,+.271,0,+1,-0.06,+3
52,Florida State,-,2025-01-26,+2,@,North Carolina,13,W 86-84,200,31,77,0.403,22,57,0.386,9,20,0.45,15,16,0.938,86,32,69,0.464,26,51,0.51,6,18,0.333,14,17,0.824,84,-1,+8,-0.061,-4,+6,-0.124,+3,+2,+.117,+1,-1,+.114,+2
53,Florida,-,2025-03-06,+2,N,Alabama,19,W 63-61,200,22,63,0.349,18,49,0.367,4,14,0.286,15,25,0.6,63,21,62,0.339,13,34,0.382,8,28,0.286,11,15,0.733,61,+1,+1,+.010,+5,+15,-0.015,-4,-14,0,+4,+10,-0.133,+2
54,Oregon,-,2024-11-10,+2,,Baylor,12,W 76-74,200,29,58,0.5,24,45,0.533,5,13,0.385,13,16,0.813,76,26,64,0.406,22,48,0.458,4,16,0.25,18,23,0.783,74,+3,-6,+.094,+2,-3,+.075,+1,-3,+.135,-5,-7,+.030,+2
55,Texas A&M,-,2025-01-05,+2,,Ole Miss,25,W 60-58,200,22,54,0.407,18,38,0.474,4,16,0.25,12,18,0.667,60,19,53,0.358,15,41,0.366,4,12,0.333,16,22,0.727,58,+3,+1,+.049,+3,-3,+.108,0,+4,-0.083,-4,-4,-0.061,+2
56,Vanderbilt,-,2025-01-26,+2,@,Alabama,19,W 66-64,200,23,68,0.338,19,52,0.365,4,16,0.25,16,21,0.762,66,27,52,0.519,22,35,0.629,5,17,0.294,5,6,0.833,64,-4,+16,-0.181,-3,+17,-0.263,-1,-1,-0.044,+11,+15,-0.071,+2
57,Illinois,-,2025-02-02,+1,@,Maryland,14,W 66-65,200,24,62,0.387,14,41,0.341,10,21,0.476,8,8,1,66,25,61,0.41,19,41,0.463,6,20,0.3,9,13,0.692,65,-1,+1,-0.023,-5,0,-0.122,+4,+1,+.176,-1,-5,+.308,+1
58,Oklahoma State,-,2025-01-22,+1,,TCU,9,W 60-59,200,25,59,0.424,21,46,0.457,4,13,0.308,6,14,0.429,60,22,66,0.333,15,41,0.366,7,25,0.28,8,10,0.8,59,+3,-7,+.090,+6,+5,+.091,-3,-12,+.028,-2,+4,-0.371,+1
59,Vanderbilt,-,2025-01-19,+1,,Tennessee,15,W 71-70,200,23,62,0.371,17,43,0.395,6,19,0.316,19,22,0.864,71,26,68,0.382,20,42,0.476,6,26,0.231,12,15,0.8,70,-3,-6,-0.011,-3,+1,-0.081,0,-7,+.085,+7,+7,+.064,+1
60,Georgia Tech,-,2025-03-07,-1,N,NC State,7,L 72-73,200,27,67,0.403,19,41,0.463,8,26,0.308,10,11,0.909,72,30,70,0.429,26,52,0.5,4,18,0.222,9,12,0.75,73,-3,-3,-0.026,-7,-11,-0.037,+4,+8,+.085,+1,-1,+.159,-1
61,Iowa,-,2025-03-07,-1,N,Ohio State,13,L 59-60,200,23,59,0.39,16,38,0.421,7,21,0.333,6,8,0.75,59,23,63,0.365,16,45,0.356,7,18,0.389,7,9,0.778,60,0,-4,+.025,0,-7,+.065,0,+3,-0.056,-1,-1,-0.028,-1
62,Miami (FL),-,2025-02-16,-1,,Florida State,23,L 82-83,200,31,58,0.534,22,35,0.629,9,23,0.391,11,16,0.688,82,33,65,0.508,26,39,0.667,7,26,0.269,10,13,0.769,83,-2,-7,+.027,-4,-4,-0.038,+2,-3,+.122,+1,+3,-0.082,-1
63,SMU,-,2025-02-06,-1,@,Georgia Tech,17,L 69-70,200,27,68,0.397,21,48,0.438,6,20,0.3,9,14,0.643,69,23,57,0.404,14,33,0.424,9,24,0.375,15,22,0.682,70,+4,+11,-0.006,+7,+15,+.013,-3,-4,-0.075,-6,-8,-0.039,-1
64,Washington,-,2024-11-25,-1,N,Louisiana State,7,L 67-68,200,26,59,0.441,18,32,0.563,8,27,0.296,7,10,0.7,67,25,76,0.329,22,57,0.386,3,19,0.158,15,21,0.714,68,+1,-17,+.112,-4,-25,+.177,+5,+8,+.138,-8,-11,-0.014,-1
65,Auburn,-,2025-02-10,-2,@,Oklahoma,16,L 71-73,200,26,57,0.456,21,46,0.457,5,11,0.455,14,22,0.636,71,28,59,0.475,23,37,0.622,5,22,0.227,12,17,0.706,73,-2,-2,-0.018,-2,+9,-0.165,0,-11,+.227,+2,+5,-0.07,-2
66,Auburn,-,2024-11-20,-2,@,Oregon,23,L 68-70,200,24,59,0.407,16,42,0.381,8,17,0.471,12,15,0.8,68,28,59,0.475,26,51,0.51,2,8,0.25,12,21,0.571,70,-4,0,-0.068,-10,-9,-0.129,+6,+9,+.221,0,-6,+.229,-2
67,Clemson,-,2025-02-09,-2,,North Carolina,13,L 51-53,200,17,46,0.37,11,28,0.393,6,18,0.333,11,14,0.786,51,20,55,0.364,17,37,0.459,3,18,0.167,10,14,0.714,53,-3,-9,+.006,-6,-9,-0.067,+3,0,+.167,+1,0,+.071,-2
68,Davidson,-,2024-12-11,-2,@,NC State,22,L 57-59,200,22,64,0.344,12,33,0.364,10,31,0.323,3,4,0.75,57,21,63,0.333,18,52,0.346,3,11,0.273,14,21,0.667,59,+1,+1,+.010,-6,-19,+.017,+7,+20,+.050,-11,-17,+.083,-2
69,Drake,-,2024-11-24,-2,@,Iowa State,8,L 78-80,200,27,61,0.443,14,25,0.56,13,36,0.361,11,13,0.846,78,33,71,0.465,24,43,0.558,9,28,0.321,5,9,0.556,80,-6,-10,-0.022,-10,-18,+.002,+4,+8,+.040,+6,+4,+.291,-2
70,Georgetown,-,2025-03-08,-2,N,Creighton,23,L 70-72,200,25,55,0.455,18,39,0.462,7,16,0.438,13,15,0.867,70,27,62,0.435,21,45,0.467,6,17,0.353,12,13,0.923,72,-2,-7,+.019,-3,-6,-0.005,+1,-1,+.085,+1,+2,-0.056,-2
71,Iowa,-,2025-02-23,-2,,UCLA,3,L 65-67,200,22,60,0.367,16,43,0.372,6,17,0.353,15,19,0.789,65,24,57,0.421,19,32,0.594,5,25,0.2,14,20,0.7,67,-2,+3,-0.054,-3,+11,-0.222,+1,-8,+.153,+1,-1,+.089,-2
72,Miami (FL),-,2025-02-13,-2,@,NC State,10,L 74-76,200,30,59,0.508,20,37,0.541,10,22,0.455,4,4,1,74,31,72,0.431,24,45,0.533,7,27,0.259,7,12,0.583,76,-1,-13,+.078,-4,-8,+.007,+3,-5,+.195,-3,-8,+.417,-2
73,Stanford,-,2025-02-02,-2,,North Carolina,15,L 67-69,200,23,56,0.411,20,42,0.476,3,14,0.214,18,19,0.947,67,29,72,0.403,20,55,0.364,9,17,0.529,2,4,0.5,69,-6,-16,+.008,0,-13,+.113,-6,-3,-0.315,+16,+15,+.447,-2
74,Minnesota,-,2025-02-13,-3,@,Ohio State,9,L 84-87 (OT),225,35,69,0.507,30,47,0.638,5,22,0.227,9,12,0.75,84,35,59,0.593,31,47,0.66,4,12,0.333,13,22,0.591,87,0,+10,-0.086,-1,0,-0.021,+1,+10,-0.106,-4,-10,+.159,-3
75,Ole Miss,-,2025-01-26,-3,,Texas,7,L 58-61,200,20,56,0.357,16,42,0.381,4,14,0.286,14,17,0.824,58,22,56,0.393,21,45,0.467,1,11,0.091,16,22,0.727,61,-2,0,-0.036,-5,-3,-0.086,+3,+3,+.195,-2,-5,+.096,-3
